offsize,cousize,num_procs,epsilon,interval,delta,alpha,num_events,offsetscount,counterscount,maxOffset,maxCounter
31.4526,0.00813438,32,500,2,16,0.032,10140,10064842,2603,300,1
2.08201,0.0640094,32,500,2,32,0.001,142,666242,20483,499,2
5.61962,0.00465313,32,500,2,32,0.002,489,1798277,1489,499,1
16.2432,0.00260937,32,500,2,32,0.004,1242,5197810,835,499,1
28.5406,0.00297188,32,500,2,32,0.008,2577,9133008,951,499,1
31.0209,0.00620625,32,500,2,32,0.016,5162,9926686,1986,499,1
31.3609,0.0095875,32,500,2,32,0.032,10076,10035502,3068,368,1
1.98431,0.068325,32,500,2,64,0.001,156,634980,21864,499,2
3.94404,0.00390312,32,500,2,64,0.002,399,1262093,1249,499,1
14.03,0.0014375,32,500,2,64,0.004,1275,4489594,460,499,1
27.0648,0.00178438,32,500,2,64,0.008,2570,8660728,571,499,1
30.7287,0.0042875,32,500,2,64,0.016,5124,9833170,1372,499,1
31.1012,0.00735,32,500,2,64,0.032,10024,9952368,2352,397,1
1.7273,0.0704719,32,500,2,128,0.001,113,552737,22551,499,2
5.06617,0.00244063,32,500,2,128,0.002,604,1621174,781,499,1
10.2106,6.5625e-05,32,500,2,128,0.004,1259,3267399,21,499,1
22.0278,0.00089375,32,500,2,128,0.008,2504,7048899,286,499,1
29.9934,0.00318437,32,500,2,128,0.016,5136,9597882,1019,499,1
30.7253,0.00921563,32,500,2,128,0.032,10116,9832112,2949,466,1
1.77296,0.0632719,32,500,2,256,0.001,134,567347,20247,499,2
3.29751,0,32,500,2,256,0.002,556,1055202,0,499,0
6.14607,8.125e-05,32,500,2,256,0.004,1225,1966743,26,499,1
12.5156,0.00133438,32,500,2,256,0.008,2532,4004985,427,499,1
23.8083,0.00362812,32,500,2,256,0.016,5202,7618653,1161,499,1
29.7386,0.00844062,32,500,2,256,0.032,10237,9516342,2701,499,1
5.9667,0.0228062,32,500,4,1,0.001,184,1909344,7298,499,2
17.4845,0.0101844,32,500,4,1,0.002,655,5595029,3259,499,1
28.2763,0.0124812,32,500,4,1,0.004,1276,9048427,3994,499,1
30.4459,0.0164844,32,500,4,1,0.008,2559,9742687,5275,472,1
31.1798,0.0192937,32,500,4,1,0.016,4983,9977532,6174,272,2
31.6424,0.0337125,32,500,4,1,0.032,9998,10125562,10788,221,2
6.46257,0.00595937,32,500,4,2,0.001,306,2068024,1907,499,1
17.8924,0.00617812,32,500,4,2,0.002,637,5725579,1977,499,1
28.2439,0.0158937,32,500,4,2,0.004,1299,9038061,5086,499,1
30.5677,0.00896875,32,500,4,2,0.008,2568,9781655,2870,499,2
31.159,0.0170125,32,500,4,2,0.016,5073,9970890,5444,306,2
31.5241,0.0272531,32,500,4,2,0.032,10271,10087702,8721,128,3
5.54971,0.00930312,32,500,4,4,0.001,262,1775906,2977,499,1
19.5591,0.0050875,32,500,4,4,0.002,662,6258925,1628,499,1
28.0782,0.00244375,32,500,4,4,0.004,1266,8985022,782,499,1
30.2804,0.00734688,32,500,4,4,0.008,2545,9689738,2351,499,1
31.0876,0.0138031,32,500,4,4,0.016,4989,9948040,4417,250,1
31.5751,0.0221094,32,500,4,4,0.032,10107,10104038,7075,127,2
5.43923,0.004375,32,500,4,8,0.001,244,1740553,1400,499,1
18.0094,0.0005875,32,500,4,8,0.002,693,5763013,188,499,1
26.9428,0.001225,32,500,4,8,0.004,1243,8621703,392,499,1
30.4406,0.00505937,32,500,4,8,0.008,2553,9740989,1619,497,2
31.1344,0.0159531,32,500,4,8,0.016,5133,9963023,5105,246,2
31.5449,0.0264469,32,500,4,8,0.032,10511,10094371,8463,141,2
6.10163,0.00230313,32,500,4,16,0.001,204,1952523,737,499,1
16.9575,0.001925,32,500,4,16,0.002,648,5426415,616,499,1
27.7596,0.00283438,32,500,4,16,0.004,1249,8883059,907,499,1
30.2842,0.00499375,32,500,4,16,0.008,2568,9690944,1598,491,1
31.1734,0.0118406,32,500,4,16,0.016,5301,9975486,3789,276,1
31.4923,0.0238781,32,500,4,16,0.032,10315,10077527,7641,154,2
5.92686,0.00045,32,500,4,32,0.001,250,1896596,144,499,1
16.6728,0.00394375,32,500,4,32,0.002,642,5335286,1262,499,1
27.6889,0.00195625,32,500,4,32,0.004,1243,8860438,626,499,1
30.0476,0.00786875,32,500,4,32,0.008,2504,9615231,2518,499,1
30.9881,0.0135406,32,500,4,32,0.016,4954,9916194,4333,306,2
31.3183,0.0263594,32,500,4,32,0.032,10279,10021871,8435,164,2
5.40528,0.000959375,32,500,4,64,0.001,267,1729690,307,499,1
16.0555,0,32,500,4,64,0.002,632,5137763,0,499,0
27.3318,0.00452188,32,500,4,64,0.004,1306,8746179,1447,499,1
29.9905,0.00645625,32,500,4,64,0.008,2569,9596960,2066,496,2
30.6229,0.0111594,32,500,4,64,0.016,4950,9799324,3571,342,2
31.0895,0.0254687,32,500,4,64,0.032,10212,9948645,8150,216,2
4.57373,0.0069875,32,500,4,128,0.001,168,1463592,2236,499,1
15.1528,0.0030625,32,500,4,128,0.002,682,4848883,980,499,1
25.5968,0.00380937,32,500,4,128,0.004,1284,8190984,1219,499,1
29.239,0.00508437,32,500,4,128,0.008,2588,9356490,1627,499,1
30.3327,0.0111906,32,500,4,128,0.016,5037,9706477,3581,407,1
30.7344,0.0238094,32,500,4,128,0.032,10154,9835003,7619,247,2
4.46641,0.00435938,32,500,4,256,0.001,266,1429251,1395,499,1
9.45274,0.000290625,32,500,4,256,0.002,600,3024877,93,499,1
21.8593,0.00400937,32,500,4,256,0.004,1327,6994989,1283,499,1
28.0257,0.00855312,32,500,4,256,0.008,2555,8968219,2737,499,1
29.5307,0.012425,32,500,4,256,0.016,5173,9449816,3976,476,2
30.0149,0.0231125,32,500,4,256,0.032,10209,9604759,7396,325,2
11.2778,0.00291875,32,500,6,1,0.001,334,3608890,934,499,1
23.725,0.00445,32,500,6,1,0.002,628,7592016,1424,499,1
28.673,0.018825,32,500,6,1,0.004,1268,9175354,6024,497,1
30.2806,0.0209594,32,500,6,1,0.008,2550,9689782,6707,364,1
31.1343,0.0325813,32,500,6,1,0.016,5141,9962986,10426,203,2
31.5723,0.0542,32,500,6,1,0.032,10275,10103121,17344,89,2
10.2459,0.013625,32,500,6,2,0.001,287,3278699,4360,499,1
23.132,0.00889063,32,500,6,2,0.002,620,7402246,2845,499,1
28.2891,0.012025,32,500,6,2,0.004,1275,9052513,3848,499,1
30.5407,0.01795,32,500,6,2,0.008,2616,9773039,5744,326,1
31.2243,0.0256562,32,500,6,2,0.016,5148,9991788,8210,179,2
31.6635,0.046275,32,500,6,2,0.032,10223,10132334,14808,94,3
10.8838,0.00466562,32,500,6,4,0.001,332,3482812,1493,499,1
23.2205,0.009525,32,500,6,4,0.002,594,7430550,3048,499,1
28.601,0.00649062,32,500,6,4,0.004,1221,9152333,2077,498,1
30.4102,0.0102969,32,500,6,4,0.008,2503,9731265,3295,361,1
31.0827,0.0260438,32,500,6,4,0.016,5050,9946468,8334,158,2
31.5167,0.04225,32,500,6,4,0.032,9940,10085341,13520,106,3
12.3709,0,32,500,6,8,0.001,346,3958679,0,499,0
23.0147,0.00243125,32,500,6,8,0.002,643,7364693,778,499,1
28.4074,0.01075,32,500,6,8,0.004,1353,9090380,3440,496,1
30.1003,0.0101062,32,500,6,8,0.008,2588,9632083,3234,319,1
31.2017,0.0221531,32,500,6,8,0.016,5253,9984529,7089,203,2
31.5755,0.0383656,32,500,6,8,0.032,10166,10104159,12277,94,3
13.6297,0.00151563,32,500,6,16,0.001,348,4361510,485,499,1
23.4654,0.00407813,32,500,6,16,0.002,630,7508927,1305,499,1
28.7465,0.00814375,32,500,6,16,0.004,1270,9198874,2606,499,1
30.3349,0.0110063,32,500,6,16,0.008,2601,9707162,3522,316,2
31.1573,0.0192625,32,500,6,16,0.016,5041,9970333,6164,171,2
31.4419,0.0372094,32,500,6,16,0.032,10224,10061415,11907,122,3
8.23583,0.000728125,32,500,6,32,0.001,244,2635467,233,499,1
21.9439,0.00164688,32,500,6,32,0.002,626,7022038,527,499,1
28.7054,0.00691563,32,500,6,32,0.004,1295,9185720,2213,498,1
30.1703,0.00990313,32,500,6,32,0.008,2559,9654510,3169,393,1
30.9783,0.0205937,32,500,6,32,0.016,5115,9913059,6590,180,2
31.3866,0.0391687,32,500,6,32,0.032,10274,10043721,12534,124,2
9.96578,0.00659375,32,500,6,64,0.001,305,3189051,2110,499,1
22.4624,0.0104844,32,500,6,64,0.002,645,7187954,3355,499,1
28.1886,0.004925,32,500,6,64,0.004,1254,9020361,1576,499,2
30.099,0.0105125,32,500,6,64,0.008,2636,9631687,3364,344,1
30.5957,0.022175,32,500,6,64,0.016,4984,9790620,7096,197,2
31.0856,0.0377969,32,500,6,64,0.032,10227,9947407,12095,152,2
9.70698,0,32,500,6,128,0.001,323,3106234,0,499,0
20.5065,0.000178125,32,500,6,128,0.002,629,6562094,57,499,1
27.588,0.00365312,32,500,6,128,0.004,1218,8828155,1169,499,1
29.4398,0.00966875,32,500,6,128,0.008,2598,9420740,3094,390,1
30.2334,0.0181281,32,500,6,128,0.016,5165,9674702,5801,267,2
30.7648,0.0420187,32,500,6,128,0.032,10295,9844726,13446,154,2
8.0689,0,32,500,6,256,0.001,307,2582048,0,499,0
18.8975,0.004425,32,500,6,256,0.002,692,6047192,1416,499,1
26.5979,0.00623437,32,500,6,256,0.004,1259,8511342,1995,499,1
28.4583,0.00681562,32,500,6,256,0.008,2585,9106647,2181,499,2
29.5376,0.0199938,32,500,6,256,0.016,5176,9452046,6398,298,1
30.0693,0.0411625,32,500,6,256,0.032,10213,9622186,13172,227,3
15.6682,0.00722187,32,500,8,1,0.001,328,5013827,2311,499,1
25.3648,0.0159562,32,500,8,1,0.002,658,8116721,5106,498,1
28.9425,0.0218844,32,500,8,1,0.004,1303,9261585,7003,458,1
30.617,0.0296531,32,500,8,1,0.008,2577,9797439,9489,261,2
31.1989,0.0405375,32,500,8,1,0.016,5096,9983648,12972,127,2
31.6,0.0735875,32,500,8,1,0.032,10300,10111988,23548,69,3
16.665,0.0137031,32,500,8,2,0.001,331,5332790,4385,499,1
25.6176,0.0168313,32,500,8,2,0.002,662,8197627,5386,499,1
28.9484,0.0179063,32,500,8,2,0.004,1330,9263486,5730,406,1
30.346,0.0213719,32,500,8,2,0.008,2515,9710731,6839,280,2
31.2362,0.0400875,32,500,8,2,0.016,5193,9995568,12828,134,2
31.5977,0.0637875,32,500,8,2,0.032,10360,10111266,20412,76,3
17.0402,0.00782187,32,500,8,4,0.001,346,5452852,2503,499,1
26.2789,0.00974375,32,500,8,4,0.002,668,8409241,3118,499,1
29.0875,0.009225,32,500,8,4,0.004,1306,9308003,2952,469,1
30.3657,0.0198031,32,500,8,4,0.008,2507,9717034,6337,239,1
31.2064,0.0342156,32,500,8,4,0.016,5178,9986038,10949,118,3
31.5984,0.0586188,32,500,8,4,0.032,10223,10111498,18758,74,3
14.7658,0.00179375,32,500,8,8,0.001,308,4725063,574,499,1
25.7761,0.00126563,32,500,8,8,0.002,645,8248354,405,499,1
29.402,0.0060875,32,500,8,8,0.004,1376,9408644,1948,385,1
30.3025,0.0175563,32,500,8,8,0.008,2586,9696802,5618,251,2
31.1775,0.0291188,32,500,8,8,0.016,5021,9976793,9318,140,2
31.5685,0.0625156,32,500,8,8,0.032,10397,10101924,20005,68,3
14.6258,0.000296875,32,500,8,16,0.001,312,4680270,95,499,1
25.8575,0.002675,32,500,8,16,0.002,653,8274412,856,499,1
28.7077,0.00797812,32,500,8,16,0.004,1317,9186471,2553,407,1
30.3109,0.0162844,32,500,8,16,0.008,2550,9699486,5211,229,1
31.154,0.0286813,32,500,8,16,0.016,5091,9969287,9178,137,2
31.4728,0.0518406,32,500,8,16,0.032,10195,10071292,16589,76,3
15.0944,0.00160313,32,500,8,32,0.001,327,4830210,513,499,1
25.6199,0.0065875,32,500,8,32,0.002,658,8198379,2108,499,1
28.5349,0.00795938,32,500,8,32,0.004,1268,9131178,2547,473,1
30.267,0.0174281,32,500,8,32,0.008,2619,9685424,5577,253,1
31.0052,0.0281937,32,500,8,32,0.016,5108,9921659,9022,141,2
31.2948,0.0513,32,500,8,32,0.032,10121,10014343,16416,99,2
14.7265,0.00151563,32,500,8,64,0.001,338,4712476,485,499,1
24.9661,0.00510625,32,500,8,64,0.002,640,7989166,1634,499,1
27.9517,0.00704688,32,500,8,64,0.004,1271,8944529,2255,499,1
29.7721,0.0182687,32,500,8,64,0.008,2648,9527063,5846,255,2
30.6368,0.0315906,32,500,8,64,0.016,5099,9803770,10109,182,2
31.1565,0.0559344,32,500,8,64,0.032,10185,9970085,17899,95,4
12.3629,0.000753125,32,500,8,128,0.001,319,3956132,241,499,1
23.3807,0.00359063,32,500,8,128,0.002,634,7481812,1149,499,1
27.9906,0.00662187,32,500,8,128,0.004,1273,8956991,2119,496,1
29.3365,0.0148031,32,500,8,128,0.008,2559,9387694,4737,289,2
30.2257,0.0315906,32,500,8,128,0.016,5275,9672240,10109,164,2
30.6878,0.05485,32,500,8,128,0.032,10258,9820109,17552,132,3
12.6772,0.0010375,32,500,8,256,0.001,355,4056711,332,499,1
22.1802,0.0062125,32,500,8,256,0.002,658,7097665,1988,499,1
26.8438,0.00604062,32,500,8,256,0.004,1318,8590014,1933,499,1
28.1893,0.01545,32,500,8,256,0.008,2624,9020563,4944,388,1
29.4179,0.0288531,32,500,8,256,0.016,5113,9413740,9233,228,2
30.0262,0.0564469,32,500,8,256,0.032,10073,9608390,18063,167,3
18.4746,0.014425,32,500,10,1,0.001,329,5911881,4616,499,1
24.3158,0.0202375,32,500,10,1,0.002,589,7781066,6476,499,1
28.5001,0.0212156,32,500,10,1,0.004,1259,9120018,6789,416,1
30.2502,0.0303438,32,500,10,1,0.008,2529,9680054,9710,242,1
31.2874,0.0506687,32,500,10,1,0.016,5121,10011975,16214,103,2
31.6089,0.0838781,32,500,10,1,0.032,10259,10114842,26841,69,3
16.7627,0.00766562,32,500,10,2,0.001,329,5364051,2453,499,1
26.1342,0.0205031,32,500,10,2,0.002,667,8362935,6561,498,1
29.2414,0.0206875,32,500,10,2,0.004,1264,9357247,6620,357,2
30.1587,0.0221375,32,500,10,2,0.008,2544,9650789,7084,248,2
31.0938,0.0487469,32,500,10,2,0.016,5235,9950028,15599,98,2
31.6318,0.07845,32,500,10,2,0.032,10427,10122180,25104,56,3
17.0485,0.0144719,32,500,10,4,0.001,298,5455521,4631,499,1
25.102,0.00918125,32,500,10,4,0.002,611,8032654,2938,499,1
28.5094,0.0142563,32,500,10,4,0.004,1287,9122994,4562,386,1
30.1004,0.0293906,32,500,10,4,0.008,2536,9632123,9405,193,2
31.1738,0.0424687,32,500,10,4,0.016,5194,9975602,13590,101,4
31.5789,0.0784687,32,500,10,4,0.032,10129,10105248,25110,57,3
17.5698,0.00262813,32,500,10,8,0.001,341,5622329,841,499,1
25.6489,0.0161375,32,500,10,8,0.002,651,8207656,5164,498,2
28.3994,0.0126625,32,500,10,8,0.004,1301,9087801,4052,336,2
30.3823,0.0156375,32,500,10,8,0.008,2474,9722326,5004,232,1
31.2435,0.0399625,32,500,10,8,0.016,5166,9997915,12788,105,2
31.5703,0.0731406,32,500,10,8,0.032,10189,10102486,23405,57,4
16.5079,0,32,500,10,16,0.001,306,5282520,0,499,0
25.8281,0.00250312,32,500,10,16,0.002,673,8265007,801,499,1
28.781,0.0124906,32,500,10,16,0.004,1299,9209904,3997,384,2
30.2338,0.0222094,32,500,10,16,0.008,2535,9674806,7107,216,1
31.0404,0.0368688,32,500,10,16,0.016,5244,9932922,11798,106,2
31.4236,0.0700406,32,500,10,16,0.032,10068,10055557,22413,64,3
18.0866,0,32,500,10,32,0.001,310,5787699,0,499,0
25.5082,0.00264062,32,500,10,32,0.002,637,8162627,845,499,1
28.4529,0.0098875,32,500,10,32,0.004,1246,9104912,3164,401,1
30.0958,0.0198656,32,500,10,32,0.008,2678,9630647,6357,212,2
30.8482,0.0306375,32,500,10,32,0.016,5139,9871440,9804,122,2
31.3375,0.0713125,32,500,10,32,0.032,10349,10027987,22820,69,3
15.9933,0.000715625,32,500,10,64,0.001,316,5117849,229,499,1
24.997,0.0043625,32,500,10,64,0.002,642,7999052,1396,499,1
28.3661,0.00875937,32,500,10,64,0.004,1249,9077164,2803,400,2
29.8479,0.0172,32,500,10,64,0.008,2602,9551312,5504,250,2
30.7153,0.0396156,32,500,10,64,0.016,5188,9828891,12677,123,3
31.0841,0.0747844,32,500,10,64,0.032,10130,9946913,23931,77,3
17.7277,0.0017,32,500,10,128,0.001,336,5672860,544,499,1
23.5713,0.00713438,32,500,10,128,0.002,634,7542812,2283,499,1
27.9296,0.00891875,32,500,10,128,0.004,1294,8937464,2854,450,2
29.3,0.0171531,32,500,10,128,0.008,2630,9376006,5489,268,2
30.2607,0.0389719,32,500,10,128,0.016,5194,9683408,12471,154,2
30.6833,0.0711594,32,500,10,128,0.032,10174,9818668,22771,100,3
13.7216,0.00100937,32,500,10,256,0.001,311,4390902,323,499,1
22.9557,0.00410313,32,500,10,256,0.002,603,7345817,1313,499,1
26.6451,0.00821562,32,500,10,256,0.004,1281,8526434,2629,486,2
28.3109,0.0235875,32,500,10,256,0.008,2587,9059500,7548,321,2
29.5208,0.0363156,32,500,10,256,0.016,5207,9446650,11621,185,3
30.0649,0.0731563,32,500,10,256,0.032,10392,9620771,23410,137,4
21.7547,0.0132688,32,500,12,1,0.001,360,6961515,4246,499,1
26.0476,0.0265,32,500,12,1,0.002,644,8335229,8480,459,1
28.6769,0.0262469,32,500,12,1,0.004,1184,9176593,8399,316,1
30.607,0.0278156,32,500,12,1,0.008,2460,9794239,8901,195,2
31.138,0.0596469,32,500,12,1,0.016,5147,9964172,19087,79,4
31.6498,0.0999,32,500,12,1,0.032,10099,10127938,31968,43,4
19.5122,0.0194531,32,500,12,2,0.001,321,6243899,6225,499,1
25.7525,0.0187656,32,500,12,2,0.002,640,8240799,6005,495,1
28.9004,0.0258906,32,500,12,2,0.004,1278,9248129,8285,268,1
30.4428,0.032625,32,500,12,2,0.008,2608,9741686,10440,178,2
31.1658,0.0529344,32,500,12,2,0.016,5173,9973051,16939,94,2
31.5569,0.0995781,32,500,12,2,0.032,10308,10098205,31865,43,3
18.9719,0.0185219,32,500,12,4,0.001,325,6071012,5927,499,1
26.1136,0.0161625,32,500,12,4,0.002,613,8356358,5172,474,1
28.6863,0.0199125,32,500,12,4,0.004,1291,9179630,6372,336,2
30.2429,0.0355281,32,500,12,4,0.008,2608,9677734,11369,146,1
31.1597,0.0510187,32,500,12,4,0.016,5074,9971119,16326,83,3
31.5469,0.0888219,32,500,12,4,0.032,10275,10094995,28423,48,4
18.5408,0.00440625,32,500,12,8,0.001,309,5933051,1410,499,1
24.9811,0.00187813,32,500,12,8,0.002,644,7993966,601,492,1
28.7838,0.0145844,32,500,12,8,0.004,1279,9210823,4667,269,2
30.4833,0.0283375,32,500,12,8,0.008,2612,9754645,9068,170,2
31.1765,0.045175,32,500,12,8,0.016,5108,9976468,14456,87,2
31.4849,0.0839156,32,500,12,8,0.032,10470,10075171,26853,48,3
19.1234,0.0013,32,500,12,16,0.001,334,6119486,416,499,1
26.6196,0.00733125,32,500,12,16,0.002,666,8518271,2346,497,1
28.4856,0.0112656,32,500,12,16,0.004,1255,9115378,3605,289,1
30.3435,0.0198375,32,500,12,16,0.008,2603,9709932,6348,161,2
31.0237,0.0425063,32,500,12,16,0.016,5128,9927596,13602,87,3
31.4538,0.0806812,32,500,12,16,0.032,10325,10065232,25818,53,4
19.1718,0.00107187,32,500,12,32,0.001,345,6134972,343,499,1
25.5482,0.0123438,32,500,12,32,0.002,644,8175422,3950,492,1
28.6843,0.00990625,32,500,12,32,0.004,1234,9178979,3170,292,1
29.8819,0.0230906,32,500,12,32,0.008,2522,9562204,7389,195,2
31.0023,0.0386219,32,500,12,32,0.016,5020,9920726,12359,106,3
31.3545,0.077,32,500,12,32,0.032,10237,10033427,24640,59,3
18.3349,0.0078,32,500,12,64,0.001,339,5867164,2496,499,1
25.4647,0.00656562,32,500,12,64,0.002,662,8148706,2101,497,1
28.0052,0.00675625,32,500,12,64,0.004,1281,8961661,2162,320,1
29.881,0.02055,32,500,12,64,0.008,2617,9561930,6576,218,1
30.7493,0.0469312,32,500,12,64,0.016,5201,9839777,15018,108,2
31.1317,0.0843344,32,500,12,64,0.032,10301,9962150,26987,61,3
15.3419,0.0086,32,500,12,128,0.001,300,4909403,2752,499,1
25.0503,0.00459688,32,500,12,128,0.002,614,8016103,1471,497,1
27.5779,0.0129875,32,500,12,128,0.004,1271,8824922,4156,384,2
29.3398,0.0206625,32,500,12,128,0.008,2559,9388733,6612,230,1
30.0208,0.0390406,32,500,12,128,0.016,5084,9606662,12493,142,2
30.7557,0.0817437,32,500,12,128,0.032,10263,9841821,26158,80,4
15.5723,0.00179063,32,500,12,256,0.001,323,4983134,573,499,1
22.9684,0.00462813,32,500,12,256,0.002,637,7349883,1481,499,1
26.7216,0.0121344,32,500,12,256,0.004,1260,8550920,3883,388,1
28.42,0.0252219,32,500,12,256,0.008,2517,9094391,8071,224,2
29.5165,0.0434469,32,500,12,256,0.016,5104,9445274,13903,155,3
30.0449,0.0876094,32,500,12,256,0.032,10304,9614368,28035,108,4
11.1576,0.00426563,32,600,5,1,0.001,312,3570447,1365,599,1
24.2378,0.0119625,32,600,5,1,0.002,620,7756081,3828,599,1
28.3895,0.0194094,32,600,5,1,0.004,1265,9084630,6211,598,1
30.4345,0.018375,32,600,5,1,0.008,2513,9739055,5880,371,1
31.142,0.0287625,32,600,5,1,0.016,5215,9965436,9204,211,2
31.6023,0.0424625,32,600,5,1,0.032,10247,10112723,13588,103,2
8.76628,0.0110781,32,600,5,2,0.001,260,2805208,3545,599,1
23.5073,0.00865937,32,600,5,2,0.002,654,7522332,2771,599,1
29.2578,0.0158969,32,600,5,2,0.004,1272,9362484,5087,599,1
30.8382,0.0158906,32,600,5,2,0.008,2649,9868227,5085,428,1
31.1866,0.0212906,32,600,5,2,0.016,5179,9979726,6813,238,2
31.6122,0.0364,32,600,5,2,0.032,10151,10115902,11648,109,2
8.11957,0.0133,32,600,5,4,0.001,215,2598264,4256,599,1
21.9823,0.002125,32,600,5,4,0.002,591,7034336,680,599,1
29.2809,0.00574687,32,600,5,4,0.004,1234,9369885,1839,599,1
30.2883,0.0107781,32,600,5,4,0.008,2618,9692262,3449,369,1
31.2262,0.0185344,32,600,5,4,0.016,5163,9992389,5931,214,2
31.5517,0.0320469,32,600,5,4,0.032,10197,10096558,10255,125,2
12.5373,0.00196562,32,600,5,8,0.001,345,4011930,629,599,1
23.4449,0.00426563,32,600,5,8,0.002,629,7502383,1365,599,1
29.3966,0.0048875,32,600,5,8,0.004,1244,9406907,1564,597,1
30.2237,0.00830937,32,600,5,8,0.008,2517,9671590,2659,423,2
31.1609,0.0168313,32,600,5,8,0.016,5075,9971487,5386,189,3
31.6228,0.0341219,32,600,5,8,0.032,10359,10119297,10919,125,3
10.8357,0,32,600,5,16,0.001,303,3467427,0,599,0
22.6209,0.00625625,32,600,5,16,0.002,638,7238703,2002,599,1
28.6371,0.00176875,32,600,5,16,0.004,1301,9163875,566,599,1
30.2691,0.0064375,32,600,5,16,0.008,2499,9686102,2060,381,1
31.1347,0.016125,32,600,5,16,0.016,5067,9963098,5160,271,2
31.4555,0.0317219,32,600,5,16,0.032,10164,10065766,10151,127,2
9.20722,0.0034125,32,600,5,32,0.001,268,2946311,1092,599,1
23.2456,0.00619063,32,600,5,32,0.002,651,7438603,1981,599,1
28.6441,0.0055625,32,600,5,32,0.004,1309,9166101,1780,599,1
30.083,0.00909687,32,600,5,32,0.008,2513,9626574,2911,390,1
31.0072,0.01645,32,600,5,32,0.016,5152,9922292,5264,207,2
31.3732,0.0360125,32,600,5,32,0.032,10367,10039431,11524,127,2
11.2418,0.00065625,32,600,5,64,0.001,343,3597364,210,599,1
22.6423,0.002125,32,600,5,64,0.002,666,7245522,680,599,1
28.3752,0.00377812,32,600,5,64,0.004,1209,9080078,1209,599,1
29.9978,0.0125875,32,600,5,64,0.008,2609,9599295,4028,435,1
30.722,0.0153625,32,600,5,64,0.016,5026,9831044,4916,294,4
31.0955,0.0327969,32,600,5,64,0.032,10123,9950554,10495,157,2
9.98645,0.0075125,32,600,5,128,0.001,333,3195663,2404,599,1
21.6681,0,32,600,5,128,0.002,676,6933797,0,599,0
27.3648,0.005775,32,600,5,128,0.004,1314,8756727,1848,599,2
29.2603,0.0069125,32,600,5,128,0.008,2530,9363288,2212,459,1
30.2473,0.0149969,32,600,5,128,0.016,5062,9679139,4799,308,2
30.7068,0.03385,32,600,5,128,0.032,10408,9826184,10832,194,2
6.74865,0,32,600,5,256,0.001,288,2159568,0,599,0
17.609,0.0034125,32,600,5,256,0.002,640,5634872,1092,599,1
25.9581,0.00540313,32,600,5,256,0.004,1289,8306583,1729,599,1
28.5006,0.00581563,32,600,5,256,0.008,2515,9120205,1861,561,1
29.5014,0.0174969,32,600,5,256,0.016,5156,9440445,5599,363,2
30.0313,0.0302344,32,600,5,256,0.032,10167,9610011,9675,287,2
5.15577,0.003075,32,600,5,512,0.001,305,1649846,984,599,1
12.5816,0.000990625,32,600,5,512,0.002,660,4026128,317,599,1
22.3369,0.00484375,32,600,5,512,0.004,1294,7147818,1550,599,1
26.5985,0.0079125,32,600,5,512,0.008,2557,8511522,2532,599,1
28.0804,0.0152031,32,600,5,512,0.016,5133,8985714,4865,501,1
28.8095,0.0320781,32,600,5,512,0.032,10151,9219030,10265,381,2
18.7902,0.0172438,32,600,10,1,0.001,305,6012862,5518,599,1
24.9763,0.0178844,32,600,10,1,0.002,665,7992407,5723,595,1
29.005,0.0211281,32,600,10,1,0.004,1299,9281590,6761,348,1
30.6817,0.0281344,32,600,10,1,0.008,2526,9818141,9003,186,2
31.2355,0.0490156,32,600,10,1,0.016,5125,9995350,15685,113,3
31.603,0.08575,32,600,10,1,0.032,10178,10112975,27440,49,3
18.5911,0.0143594,32,600,10,2,0.001,304,5949144,4595,599,1
25.6906,0.00914062,32,600,10,2,0.002,650,8220977,2925,583,1
28.6817,0.0231625,32,600,10,2,0.004,1275,9178147,7412,334,1
30.2963,0.0301406,32,600,10,2,0.008,2535,9694827,9645,209,3
31.0762,0.0496594,32,600,10,2,0.016,5132,9944369,15891,98,3
